DistName,RegnName,ACT-Composite,ACT-Part_Rate,Year
Jarrell ISD,Austin,21.4,26.6,2014
Liberty Hill ISD,Austin,24.0,38.1,2014
Round Rock ISD,Austin,23.9,41.6,2014
Taylor ISD,Austin,19.0,27.0,2014
Thrall ISD,Austin,20.8,37.8,2014
Leander ISD,Austin,23.6,39.5,2014
Floresville ISD,San Antonio,19.2,56.1,2014
La Vernia ISD,San Antonio,20.6,25.5,2014
Poth ISD,San Antonio,20.9,30.8,2014
Stockdale ISD,San Antonio,21.8,22.2,2014
Alvord ISD,Fort Worth,20.5,54.5,2014
Boyd ISD,Fort Worth,20.1,48.2,2014
Bridgeport ISD,Fort Worth,20.0,35.1,2014
Chico ISD,Fort Worth,18.7,14.3,2014
Decatur ISD,Fort Worth,21.8,49.3,2014
Paradise ISD,Fort Worth,21.3,49.3,2014
Slidell ISD,Fort Worth,22.0,14.3,2014
Crystal City ISD,San Antonio,18.0,50.5,2014
La Pryor ISD,San Antonio,17.8,53.3,2014
Charlotte ISD,San Antonio,17.1,37.1,2015
Jourdanton ISD,San Antonio,21.0,49.1,2015
Lytle ISD,San Antonio,19.2,28.1,2015
Pleasanton ISD,San Antonio,19.9,18.0,2015
Poteet ISD,San Antonio,18.1,38.1,2015
Medina ISD,San Antonio,19.2,64.7,2015
Bandera ISD,San Antonio,22.0,47.0,2015
Bastrop ISD,Austin,19.0,17.3,2015
Elgin ISD,Austin,18.7,13.4,2015
Smithville ISD,Austin,20.8,27.7,2015
Bartlett ISD,Austin,17.4,62.5,2015
Alamo Heights ISD,San Antonio,24.5,60.4,2015
Harlandale ISD,San Antonio,17.4,15.1,2015
Edgewood ISD,San Antonio,17.0,14.9,2015
Randolph Field ISD,San Antonio,23.0,45.2,2015
San Antonio ISD,San Antonio,16.3,40.8,2015
South San Antonio ISD,San Antonio,18.2,23.3,2015
Somerset ISD,San Antonio,18.2,17.4,2015
North East ISD,San Antonio,22.3,29.0,2015
East Central ISD,San Antonio,19.3,32.8,2015
Southwest ISD,San Antonio,18.3,5.8,2015
Lackland ISD,San Antonio,22.2,68.4,2015
Ft Sam Houston ISD,San Antonio,21.3,46.1,2015
Northside ISD,San Antonio,21.1,20.8,2015
Judson ISD,San Antonio,19.4,9.7,2015
Southside ISD,San Antonio,17.9,11.3,2015
Johnson City ISD,Austin,21.7,14.3,2015
Blanco ISD,Austin,19.7,73.9,2015
Alvin ISD,Houston,20.8,19.4,2015
Angleton ISD,Houston,20.3,11.9,2015
Danbury ISD,Houston,21.4,9.1,2015
Brazosport ISD,Houston,22.5,16.6,2015
Sweeny ISD,Houston,21.9,16.1,2015
Columbia-Brazoria ISD,Houston,19.7,13.7,2015
Pearland ISD,Houston,22.8,24.9,2015
Marble Falls ISD,Austin,21.5,43.1,2015
Lockhart ISD,Austin,19.3,20.8,2015
Luling ISD,Austin,18.5,29.4,2015
Prairie Lea ISD,Austin,19.5,57.1,2015
Anahuac ISD,Houston,19.0,48.1,2015
Barbers Hill ISD,Houston,22.8,19.7,2015
Allen ISD,Richardson,24.3,52.7,2015
Anna ISD,Richardson,22.3,10.5,2015
Celina ISD,Richardson,21.7,70.4,2015
Farmersville ISD,Richardson,20.9,36.9,2015
Frisco ISD,Richardson,24.1,57.1,2015
McKinney ISD,Richardson,23.4,48.1,2015
Melissa ISD,Richardson,22.4,54.2,2015
Plano ISD,Richardson,25.8,57.6,2015
Princeton ISD,Richardson,19.3,19.9,2015
Prosper ISD,Richardson,24.0,63.4,2015
Wylie ISD,Richardson,21.9,41.8,2015
Blue Ridge ISD,Richardson,22.4,55.1,2015
Community ISD,Richardson,20.3,35.9,2015
Lovejoy ISD,Richardson,25.3,76.0,2015
New Braunfels ISD,Austin,22.5,24.6,2015
Comal ISD,Austin,22.4,28.7,2015
Gainesville ISD,Fort Worth,18.9,46.1,2015
Muenster ISD,Fort Worth,25.4,53.3,2015
Valley View ISD,Fort Worth,23.9,14.3,2015
Callisburg ISD,Fort Worth,19.3,11.5,2015
Era ISD,Fort Worth,20.7,78.0,2015
Lindsay ISD,Fort Worth,23.0,57.5,2015
Carrollton-Farmers Branch ISD,Richardson,21.1,23.8,2015
Cedar Hill ISD,Richardson,18.6,48.8,2015
Dallas ISD,Richardson,16.1,87.6,2015
Desoto ISD,Richardson,16.6,38.9,2015
Duncanville ISD,Richardson,18.3,27.3,2015
Garland ISD,Richardson,20.3,28.9,2015
Grand Prairie ISD,Richardson,18.9,22.4,2015
Highland Park ISD,Richardson,27.4,87.1,2015
Irving ISD,Richardson,16.8,25.4,2015
Lancaster ISD,Richardson,16.8,57.1,2015
Mesquite ISD,Richardson,18.7,24.6,2015
Richardson ISD,Richardson,20.1,95.7,2015
Sunnyvale ISD,Richardson,23.6,55.5,2015
Coppell ISD,Richardson,23.6,98.5,2015
Denton ISD,Fort Worth,21.5,38.4,2015
Lewisville ISD,Fort Worth,23.9,38.7,2015
Pilot Point ISD,Fort Worth,21.9,43.4,2015
Krum ISD,Fort Worth,20.9,57.4,2015
Ponder ISD,Fort Worth,21.7,28.1,2015
Aubrey ISD,Fort Worth,23.2,28.8,2015
Sanger ISD,Fort Worth,20.0,25.7,2015
Argyle ISD,Fort Worth,24.5,63.1,2015
Northwest ISD,Fort Worth,20.5,94.1,2015
Lake Dallas ISD,Fort Worth,22.5,34.9,2015
Little Elm ISD,Fort Worth,20.2,34.0,2015
Avalon ISD,Richardson,20.0,11.1,2015
Ennis ISD,Richardson,19.2,41.9,2015
Ferris ISD,Richardson,18.5,17.9,2015
Italy ISD,Richardson,19.3,85.3,2015
Midlothian ISD,Richardson,22.3,54.9,2015
Milford ISD,Richardson,17.4,81.8,2015
Palmer ISD,Richardson,21.3,11.6,2015
Red Oak ISD,Richardson,20.0,40.6,2015
Waxahachie ISD,Richardson,22.6,26.2,2015
Maypearl ISD,Richardson,23.9,24.6,2015
Dublin ISD,Fort Worth,21.4,24.6,2015
Stephenville ISD,Fort Worth,22.8,50.9,2015
Huckabay ISD,Fort Worth,19.1,70.0,2015
Lingleville ISD,Fort Worth,16.9,85.7,2015
Bonham ISD,Richardson,21.6,40.2,2015
Dodd City ISD,Richardson,22.3,63.6,2015
Ector ISD,Richardson,19.3,31.6,2015
Honey Grove ISD,Richardson,19.8,61.1,2015
Leonard ISD,Richardson,20.2,64.1,2015
Savoy ISD,Richardson,20.8,50.0,2015
Trenton ISD,Richardson,24.3,30.8,2015
Sam Rayburn ISD,Richardson,18.5,74.1,2015
Flatonia ISD,Austin,20.2,51.3,2015
La Grange ISD,Austin,23.0,24.1,2015
Schulenburg ISD,Austin,19.3,21.3,2015
Fayetteville ISD,Austin,20.7,23.1,2015
Round Top-Carmine ISD,Austin,23.5,33.3,2015
Needville ISD,Houston,22.0,33.3,2015
Fort Bend ISD,Houston,22.3,35.9,2015
Dilley ISD,San Antonio,16.4,41.7,2015
Pearsall ISD,San Antonio,16.9,37.1,2015
Dickinson ISD,Houston,20.0,25.0,2015
Galveston ISD,Houston,20.2,19.7,2015
La Marque ISD,Houston,15.8,7.9,2015
Texas City ISD,Houston,17.7,9.8,2015
Hitchcock ISD,Houston,16.2,25.5,2015
Santa Fe ISD,Houston,21.6,12.1,2015
Clear Creek ISD,Houston,23.5,36.6,2015
Friendswood ISD,Houston,24.6,44.4,2015
Fredericksburg ISD,Austin,20.7,31.7,2015
Harper ISD,Austin,20.4,64.9,2015
Gonzales ISD,Austin,19.2,40.6,2015
Bells ISD,Richardson,20.7,63.6,2015
Collinsville ISD,Richardson,21.5,72.5,2015
Denison ISD,Richardson,22.2,33.9,2015
Howe ISD,Richardson,22.4,45.5,2015
Sherman ISD,Richardson,20.5,33.3,2015
Van Alstyne ISD,Richardson,22.1,67.2,2015
Whitesboro ISD,Richardson,22.5,56.5,2015
Whitewright ISD,Richardson,22.1,49.1,2015
Pottsboro ISD,Richardson,22.8,36.3,2015
Gunter ISD,Richardson,22.3,58.9,2015
Tom Bean ISD,Richardson,21.0,38.6,2015
Seguin ISD,Austin,19.3,20.4,2015
Schertz-Cibolo-U City ISD,San Antonio,22.2,22.5,2015
Navarro ISD,Austin,20.9,26.3,2015
Marion ISD,Austin,20.8,22.6,2015
Aldine ISD,Houston,18.2,21.0,2015
Alief ISD,Houston,18.8,19.6,2015
Channelview ISD,Houston,17.7,24.1,2015
Crosby ISD,Houston,18.6,23.7,2015
Cypress-Fairbanks ISD,Houston,22.1,34.8,2015
Deer Park ISD,Houston,20.9,11.5,2015
Galena Park ISD,Houston,17.8,38.8,2015
Houston ISD,Houston,20.8,19.7,2015
Humble ISD,Houston,22.5,31.9,2015
Katy ISD,Houston,24.1,34.4,2015
Klein ISD,Houston,22.7,26.8,2015
La Porte ISD,Houston,19.2,10.0,2015
Pasadena ISD,Houston,19.2,17.3,2015
Spring ISD,Houston,18.0,15.8,2015
Spring Branch ISD,Houston,23.0,52.5,2015
Tomball ISD,Houston,22.3,35.7,2015
Sheldon ISD,Houston,17.4,19.8,2015
Huffman ISD,Houston,21.8,16.2,2015
Dripping Springs ISD,Austin,24.6,43.5,2015
Wimberley ISD,Austin,23.5,60.0,2015
Granbury ISD,Fort Worth,21.9,40.1,2015
Lipan ISD,Fort Worth,23.5,16.7,2015
Tolar ISD,Fort Worth,22.0,65.5,2015
Caddo Mills ISD,Richardson,21.8,17.4,2015
Celeste ISD,Richardson,22.1,55.8,2015
Commerce ISD,Richardson,19.8,51.2,2015
Greenville ISD,Richardson,20.3,17.2,2015
Lone Oak ISD,Richardson,22.1,50.0,2015
Quinlan ISD,Richardson,20.2,25.0,2015
Wolfe City ISD,Richardson,20.9,82.1,2015
Campbell ISD,Richardson,20.6,29.6,2015
Bland ISD,Richardson,19.8,32.5,2015
Boles ISD,Richardson,21.6,35.5,2015
Alvarado ISD,Fort Worth,19.4,19.4,2015
Burleson ISD,Fort Worth,22.1,19.5,2015
Cleburne ISD,Fort Worth,20.5,17.7,2015
Grandview ISD,Fort Worth,21.1,51.2,2015
Joshua ISD,Fort Worth,21.5,14.3,2015
Keene ISD,Fort Worth,21.6,16.9,2015
Rio Vista ISD,Fort Worth,20.7,28.0,2015
Venus ISD,Fort Worth,19.2,47.7,2015
Godley ISD,Fort Worth,22.2,16.1,2015
Falls City ISD,San Antonio,21.8,69.2,2015
Crandall ISD,Richardson,20.8,39.4,2015
Forney ISD,Richardson,20.4,23.9,2015
Kaufman ISD,Richardson,18.8,20.7,2015
Kemp ISD,Richardson,20.7,34.8,2015
Mabank ISD,Richardson,21.4,35.6,2015
Terrell ISD,Richardson,18.3,26.3,2015
Scurry-Rosser ISD,Richardson,18.0,8.2,2015
Boerne ISD,San Antonio,23.6,49.0,2015
Comfort ISD,Austin,20.7,42.6,2015
Center Point ISD,San Antonio,19.2,30.2,2015
Kerrville ISD,San Antonio,23.7,19.5,2015
Ingram ISD,San Antonio,18.9,21.3,2015
Brackett ISD,San Antonio,19.6,33.3,2015
Cotulla ISD,San Antonio,17.5,48.1,2015
Giddings ISD,Austin,21.6,14.8,2015
Lexington ISD,Austin,20.0,24.1,2015
Dime Box ISD,Austin,15.5,73.3,2015
Cleveland ISD,Houston,17.1,6.8,2015
Dayton ISD,Houston,18.7,12.9,2015
Hardin ISD,Houston,18.0,8.5,2015
Liberty ISD,Houston,20.7,10.0,2015
Tarkington ISD,Houston,21.0,20.9,2015
Llano ISD,Austin,22.0,30.8,2015
Eagle Pass ISD,San Antonio,19.8,11.8,2015
Devine ISD,San Antonio,19.3,16.9,2015
Natalia ISD,San Antonio,18.8,16.2,2015
Hondo ISD,San Antonio,21.1,53.7,2015
Medina Valley ISD,San Antonio,21.5,55.4,2015
Thorndale ISD,Austin,21.4,40.4,2015
Gordon ISD,Fort Worth,21.7,21.4,2015
Graford ISD,Fort Worth,19.7,15.0,2015
Mineral Wells ISD,Fort Worth,21.6,20.3,2015
Santo ISD,Fort Worth,20.0,60.0,2015
Strawn ISD,Fort Worth,18.0,11.1,2015
Poolville ISD,Fort Worth,20.7,15.6,2015
Springtown ISD,Fort Worth,20.3,18.5,2015
Weatherford ISD,Fort Worth,21.3,22.7,2015
Millsap ISD,Fort Worth,18.4,12.2,2015
Aledo ISD,Fort Worth,24.2,60.2,2015
Peaster ISD,Fort Worth,23.8,28.4,2015
Brock ISD,Fort Worth,22.6,50.0,2015
Leakey ISD,San Antonio,21.9,85.7,2015
Rockwall ISD,Richardson,23.0,44.0,2015
Royse City ISD,Richardson,20.7,22.2,2015
Glen Rose ISD,Fort Worth,22.0,47.0,2015
Arlington ISD,Fort Worth,20.1,26.6,2015
Birdville ISD,Fort Worth,21.5,35.3,2015
Everman ISD,Fort Worth,17.8,20.4,2015
Fort Worth ISD,Fort Worth,18.3,24.6,2015
Grapevine-Colleyville ISD,Fort Worth,24.8,54.5,2015
Keller ISD,Fort Worth,22.8,45.9,2015
Mansfield ISD,Fort Worth,21.1,37.2,2015
Lake Worth ISD,Fort Worth,17.1,20.6,2015
Crowley ISD,Fort Worth,19.3,26.4,2015
Kennedale ISD,Fort Worth,22.1,21.1,2015
Azle ISD,Fort Worth,21.3,23.8,2015
Hurst-Euless-Bedford ISD,Fort Worth,22.2,31.1,2015
Castleberry ISD,Fort Worth,19.0,7.4,2015
Eagle Mt-Saginaw ISD,Fort Worth,21.2,31.3,2015
Carroll ISD,Fort Worth,26.6,84.9,2015
White Settlement ISD,Fort Worth,20.1,29.0,2015
Austin ISD,Austin,22.2,37.6,2015
Pflugerville ISD,Austin,19.9,30.1,2015
Manor ISD,Austin,16.5,35.2,2015
Eanes ISD,Austin,26.4,100.0,2015
Del Valle ISD,Austin,18.2,38.9,2015
Lago Vista ISD,Austin,23.4,35.9,2015
Lake Travis ISD,Austin,24.9,56.8,2015
Knippa ISD,San Antonio,22.3,55.6,2015
Sabinal ISD,San Antonio,19.6,21.6,2015
Utopia ISD,San Antonio,21.3,20.0,2015
Canton ISD,Richardson,22.4,25.0,2015
Wills Point ISD,Richardson,21.5,35.8,2015
Hempstead ISD,Houston,18.7,26.8,2015
Waller ISD,Houston,19.2,56.0,2015
Royal ISD,Houston,18.4,24.0,2015
Florence ISD,Austin,22.8,14.5,2015
Georgetown ISD,Austin,23.0,35.4,2015
Granger ISD,Austin,19.2,14.6,2015
Hutto ISD,Austin,19.3,35.2,2015
Jarrell ISD,Austin,20.2,25.8,2015
Liberty Hill ISD,Austin,22.8,35.4,2015
Round Rock ISD,Austin,24.2,47.9,2015
Taylor ISD,Austin,19.6,19.1,2015
Thrall ISD,Austin,19.7,39.5,2015
Leander ISD,Austin,23.9,43.3,2015
Floresville ISD,San Antonio,20.2,49.3,2015
La Vernia ISD,San Antonio,22.0,25.4,2015
Poth ISD,San Antonio,20.5,48.2,2015
Stockdale ISD,San Antonio,22.4,12.1,2015
Alvord ISD,Fort Worth,21.1,75.0,2015
Boyd ISD,Fort Worth,19.6,34.1,2015
Bridgeport ISD,Fort Worth,20.2,23.2,2015
Chico ISD,Fort Worth,20.1,28.2,2015
Decatur ISD,Fort Worth,22.1,39.5,2015
Paradise ISD,Fort Worth,21.4,71.3,2015
Slidell ISD,Fort Worth,21.8,40.0,2015
Crystal City ISD,San Antonio,18.1,41.1,2015
La Pryor ISD,San Antonio,,4.0,2015
Charlotte ISD,San Antonio,16.3,26.9,2016
Jourdanton ISD,San Antonio,21.0,43.9,2016
Lytle ISD,San Antonio,17.4,27.6,2016
Pleasanton ISD,San Antonio,19.2,17.7,2016
Poteet ISD,San Antonio,18.1,21.8,2016
Medina ISD,San Antonio,21.2,31.0,2016
Bandera ISD,San Antonio,22.1,42.0,2016
Bastrop ISD,Austin,18.7,25.0,2016
Elgin ISD,Austin,17.6,16.6,2016
Smithville ISD,Austin,19.7,50.4,2016
Bartlett ISD,Austin,18.0,30.4,2016
Alamo Heights ISD,San Antonio,24.0,65.0,2016
Harlandale ISD,San Antonio,17.7,11.5,2016
Edgewood ISD,San Antonio,18.1,11.0,2016
Randolph Field ISD,San Antonio,23.4,40.7,2016
San Antonio ISD,San Antonio,16.9,38.8,2016
South San Antonio ISD,San Antonio,17.9,15.4,2016
Somerset ISD,San Antonio,18.2,6.5,2016
North East ISD,San Antonio,22.2,30.7,2016
East Central ISD,San Antonio,18.8,20.8,2016
Southwest ISD,San Antonio,18.5,5.8,2016
Lackland ISD,San Antonio,22.5,54.3,2016
Ft Sam Houston ISD,San Antonio,22.5,41.3,2016
Northside ISD,San Antonio,21.3,16.7,2016
Judson ISD,San Antonio,19.9,10.8,2016
Southside ISD,San Antonio,18.0,17.2,2016
Johnson City ISD,Austin,26.7,10.9,2016
Blanco ISD,Austin,19.9,73.1,2016
Alvin ISD,Houston,20.0,17.8,2016
Angleton ISD,Houston,19.7,11.8,2016
Danbury ISD,Houston,19.0,10.9,2016
Brazosport ISD,Houston,19.6,57.4,2016
Sweeny ISD,Houston,21.0,29.2,2016
Columbia-Brazoria ISD,Houston,20.6,14.4,2016
Pearland ISD,Houston,22.8,29.2,2016
Marble Falls ISD,Austin,21.6,36.7,2016
Lockhart ISD,Austin,19.1,15.0,2016
Luling ISD,Austin,18.6,20.2,2016
Prairie Lea ISD,Austin,18.3,66.7,2016
Anahuac ISD,Houston,19.4,46.6,2016
Barbers Hill ISD,Houston,22.5,20.0,2016
Allen ISD,Richardson,24.4,49.1,2016
Anna ISD,Richardson,20.4,20.2,2016
Celina ISD,Richardson,22.2,69.9,2016
Farmersville ISD,Richardson,22.2,46.8,2016
Frisco ISD,Richardson,24.6,55.1,2016
McKinney ISD,Richardson,23.4,48.9,2016
Melissa ISD,Richardson,21.2,44.3,2016
Plano ISD,Richardson,25.6,55.4,2016
Princeton ISD,Richardson,20.5,27.8,2016
Prosper ISD,Richardson,23.3,74.8,2016
Wylie ISD,Richardson,22.0,45.5,2016
Blue Ridge ISD,Richardson,19.0,57.1,2016
Community ISD,Richardson,20.5,36.1,2016
Lovejoy ISD,Richardson,25.6,79.2,2016
New Braunfels ISD,Austin,22.7,21.1,2016
Comal ISD,Austin,22.1,28.4,2016
Gainesville ISD,Fort Worth,19.1,38.6,2016
Muenster ISD,Fort Worth,23.7,65.7,2016
Valley View ISD,Fort Worth,23.4,17.0,2016
Callisburg ISD,Fort Worth,20.0,67.1,2016
Era ISD,Fort Worth,21.7,59.5,2016
Lindsay ISD,Fort Worth,22.6,62.2,2016
Carrollton-Farmers Branch ISD,Richardson,20.4,26.4,2016
Cedar Hill ISD,Richardson,19.5,53.9,2016
Dallas ISD,Richardson,16.3,89.9,2016
Desoto ISD,Richardson,17.1,44.4,2016
Duncanville ISD,Richardson,18.4,22.5,2016
Garland ISD,Richardson,20.2,26.2,2016
Grand Prairie ISD,Richardson,18.1,22.9,2016
Highland Park ISD,Richardson,27.6,88.0,2016
Irving ISD,Richardson,16.4,78.4,2016
Lancaster ISD,Richardson,17.0,55.9,2016
Mesquite ISD,Richardson,18.5,30.5,2016
Richardson ISD,Richardson,19.5,94.0,2016
Sunnyvale ISD,Richardson,23.9,68.0,2016
Coppell ISD,Richardson,24.4,96.9,2016
Denton ISD,Fort Worth,21.6,38.2,2016
Lewisville ISD,Fort Worth,24.0,40.9,2016
Pilot Point ISD,Fort Worth,22.0,54.7,2016
Krum ISD,Fort Worth,21.3,59.1,2016
Ponder ISD,Fort Worth,21.5,47.0,2016
Aubrey ISD,Fort Worth,21.8,39.2,2016
Sanger ISD,Fort Worth,19.8,25.4,2016
Argyle ISD,Fort Worth,24.0,82.0,2016
Northwest ISD,Fort Worth,20.1,100.0,2016
Lake Dallas ISD,Fort Worth,21.4,38.0,2016
Little Elm ISD,Fort Worth,19.7,27.8,2016
Avalon ISD,Richardson,21.2,33.3,2016
Ennis ISD,Richardson,19.1,44.4,2016
Ferris ISD,Richardson,18.9,17.6,2016
Italy ISD,Richardson,19.4,60.0,2016
Midlothian ISD,Richardson,21.8,53.6,2016
Milford ISD,Richardson,19.4,52.9,2016
Palmer ISD,Richardson,25.5,22.4,2016
Red Oak ISD,Richardson,20.3,36.0,2016
Waxahachie ISD,Richardson,21.4,28.6,2016
Maypearl ISD,Richardson,22.2,35.4,2016
Dublin ISD,Fort Worth,19.9,22.2,2016
Stephenville ISD,Fort Worth,22.6,54.3,2016
Huckabay ISD,Fort Worth,21.6,57.1,2016
Lingleville ISD,Fort Worth,19.0,90.9,2016
Bonham ISD,Richardson,21.0,28.6,2016
Dodd City ISD,Richardson,17.8,35.3,2016
Ector ISD,Richardson,18.0,21.1,2016
Honey Grove ISD,Richardson,20.4,39.0,2016
Leonard ISD,Richardson,20.0,42.9,2016
Savoy ISD,Richardson,21.3,12.5,2016
Trenton ISD,Richardson,21.7,23.8,2016
Sam Rayburn ISD,Richardson,19.5,70.4,2016
Flatonia ISD,Austin,20.4,54.9,2016
La Grange ISD,Austin,21.8,21.8,2016
Schulenburg ISD,Austin,17.6,22.6,2016
Fayetteville ISD,Austin,18.3,21.4,2016
Round Top-Carmine ISD,Austin,21.8,59.1,2016
Needville ISD,Houston,21.7,35.3,2016
Fort Bend ISD,Houston,22.8,36.4,2016
Dilley ISD,San Antonio,16.9,22.2,2016
Pearsall ISD,San Antonio,17.1,32.1,2016
Dickinson ISD,Houston,19.2,12.7,2016
Galveston ISD,Houston,20.0,29.4,2016
La Marque ISD,Houston,14.9,14.5,2016
Texas City ISD,Houston,18.1,13.8,2016
Hitchcock ISD,Houston,16.5,10.1,2016
Santa Fe ISD,Houston,20.9,9.3,2016
Clear Creek ISD,Houston,23.4,38.5,2016
Friendswood ISD,Houston,25.0,51.3,2016
Fredericksburg ISD,Austin,22.2,34.8,2016
Harper ISD,Austin,22.2,59.6,2016
Gonzales ISD,Austin,19.5,35.1,2016
Waelder ISD,Austin,14.0,30.8,2016
Bells ISD,Richardson,22.0,43.1,2016
Collinsville ISD,Richardson,19.7,81.8,2016
Denison ISD,Richardson,20.7,34.1,2016
Howe ISD,Richardson,21.7,47.4,2016
Sherman ISD,Richardson,22.0,31.6,2016
Tioga ISD,Richardson,19.3,26.1,2016
Van Alstyne ISD,Richardson,21.0,75.5,2016
Whitesboro ISD,Richardson,22.2,34.9,2016
Whitewright ISD,Richardson,22.4,39.1,2016
Pottsboro ISD,Richardson,24.1,38.2,2016
Gunter ISD,Richardson,22.1,65.7,2016
Tom Bean ISD,Richardson,21.9,29.5,2016
Seguin ISD,Austin,19.2,19.3,2016
Schertz-Cibolo-U City ISD,San Antonio,21.7,24.6,2016
Navarro ISD,Austin,21.9,31.0,2016
Marion ISD,Austin,20.1,29.0,2016
Aldine ISD,Houston,17.7,22.0,2016
Alief ISD,Houston,18.4,14.5,2016
Channelview ISD,Houston,18.1,23.3,2016
Crosby ISD,Houston,20.1,19.5,2016
Cypress-Fairbanks ISD,Houston,19.2,95.4,2016
Deer Park ISD,Houston,21.3,14.5,2016
Galena Park ISD,Houston,18.6,40.5,2016
Houston ISD,Houston,21.1,21.4,2016
Humble ISD,Houston,22.9,34.8,2016
Katy ISD,Houston,24.5,36.4,2016
Klein ISD,Houston,21.7,40.3,2016
La Porte ISD,Houston,19.0,13.5,2016
Pasadena ISD,Houston,18.9,14.6,2016
Spring ISD,Houston,18.0,16.4,2016
Spring Branch ISD,Houston,23.2,51.8,2016
Tomball ISD,Houston,23.3,36.1,2016
Sheldon ISD,Houston,18.5,18.0,2016
Huffman ISD,Houston,21.9,22.2,2016
Dripping Springs ISD,Austin,24.7,64.1,2016
Wimberley ISD,Austin,23.5,52.5,2016
Granbury ISD,Fort Worth,22.4,42.9,2016
Lipan ISD,Fort Worth,20.1,39.1,2016
Tolar ISD,Fort Worth,20.7,48.3,2016
Caddo Mills ISD,Richardson,21.7,25.8,2016
Celeste ISD,Richardson,20.6,52.8,2016
Commerce ISD,Richardson,19.8,53.4,2016
Lone Oak ISD,Richardson,21.7,63.5,2016
Quinlan ISD,Richardson,18.4,25.2,2016
Wolfe City ISD,Richardson,19.3,71.4,2016
Campbell ISD,Richardson,18.6,17.2,2016
Bland ISD,Richardson,20.0,19.4,2016
Boles ISD,Richardson,19.8,29.4,2016
Alvarado ISD,Fort Worth,20.5,10.1,2016
Burleson ISD,Fort Worth,21.1,26.0,2016
Cleburne ISD,Fort Worth,19.6,11.0,2016
Grandview ISD,Fort Worth,21.5,63.5,2016
Joshua ISD,Fort Worth,21.5,22.5,2016
Keene ISD,Fort Worth,20.3,20.6,2016
Rio Vista ISD,Fort Worth,20.2,11.8,2016
Venus ISD,Fort Worth,18.3,35.2,2016
Godley ISD,Fort Worth,19.8,25.0,2016
Falls City ISD,San Antonio,21.4,80.0,2016
Crandall ISD,Richardson,19.6,31.3,2016
Forney ISD,Richardson,20.8,27.4,2016
Kaufman ISD,Richardson,20.1,100.0,2016
Kemp ISD,Richardson,20.9,16.9,2016
Mabank ISD,Richardson,21.7,23.0,2016
Terrell ISD,Richardson,17.9,23.3,2016
Scurry-Rosser ISD,Richardson,19.4,16.4,2016
Boerne ISD,San Antonio,23.9,53.3,2016
Comfort ISD,Austin,22.4,21.9,2016
Center Point ISD,San Antonio,17.1,23.3,2016
Kerrville ISD,San Antonio,23.0,19.3,2016
Ingram ISD,San Antonio,18.6,34.9,2016
Brackett ISD,San Antonio,22.4,28.9,2016
Cotulla ISD,San Antonio,17.1,43.4,2016
Giddings ISD,Austin,19.1,14.6,2016
Lexington ISD,Austin,19.3,36.0,2016
Dime Box ISD,Austin,15.3,64.3,2016
Cleveland ISD,Houston,18.5,4.1,2016
Dayton ISD,Houston,19.9,5.3,2016
Hardin ISD,Houston,17.6,7.8,2016
Liberty ISD,Houston,23.2,7.3,2016
Tarkington ISD,Houston,21.2,18.2,2016
Llano ISD,Austin,19.4,22.5,2016
Eagle Pass ISD,San Antonio,18.5,14.8,2016
Devine ISD,San Antonio,18.4,18.7,2016
Natalia ISD,San Antonio,16.5,27.1,2016
Hondo ISD,San Antonio,19.9,47.7,2016
Medina Valley ISD,San Antonio,21.1,62.5,2016
Thorndale ISD,Austin,21.1,35.6,2016
Tuloso-Midway ISD,San Antonio,20.5,42.0,2016
Gordon ISD,Fort Worth,22.3,23.5,2016
Graford ISD,Fort Worth,21.0,16.7,2016
Mineral Wells ISD,Fort Worth,20.4,15.7,2016
Santo ISD,Fort Worth,20.8,60.0,2016
Strawn ISD,Fort Worth,17.7,25.0,2016
Poolville ISD,Fort Worth,16.2,44.0,2016
Springtown ISD,Fort Worth,20.1,29.0,2016
Weatherford ISD,Fort Worth,20.9,22.6,2016
Millsap ISD,Fort Worth,21.2,22.4,2016
Aledo ISD,Fort Worth,23.7,56.8,2016
Peaster ISD,Fort Worth,24.7,25.9,2016
Brock ISD,Fort Worth,22.9,67.1,2016
Leakey ISD,San Antonio,19.7,78.6,2016
Rockwall ISD,Richardson,23.6,47.8,2016
Royse City ISD,Richardson,21.3,22.6,2016
Glen Rose ISD,Fort Worth,21.9,52.9,2016
Arlington ISD,Fort Worth,20.7,27.7,2016
Birdville ISD,Fort Worth,21.2,36.4,2016
Everman ISD,Fort Worth,17.9,25.1,2016
Fort Worth ISD,Fort Worth,18.9,21.4,2016
Grapevine-Colleyville ISD,Fort Worth,25.1,53.5,2016
Keller ISD,Fort Worth,22.9,49.3,2016
Mansfield ISD,Fort Worth,21.0,37.6,2016
Lake Worth ISD,Fort Worth,17.8,36.3,2016
Crowley ISD,Fort Worth,19.0,26.5,2016
Kennedale ISD,Fort Worth,21.2,22.9,2016
Azle ISD,Fort Worth,20.5,25.4,2016
Hurst-Euless-Bedford ISD,Fort Worth,22.1,37.6,2016
Castleberry ISD,Fort Worth,17.8,12.0,2016
Eagle Mt-Saginaw ISD,Fort Worth,20.4,31.1,2016
Carroll ISD,Fort Worth,26.8,84.3,2016
White Settlement ISD,Fort Worth,20.0,31.2,2016
Austin ISD,Austin,22.5,38.3,2016
