DistName,RegnName,ACT-Composite,ACT-Part_Rate,Year,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA
SPRING ISD,Houston,17.7,28,2012,590,1160,26,2.0,404,1943,21,942,59,214581
SPRING ISD,Houston,17.4,25,2013,583,1084,27,1.9,389,2019,19,942,55,213853
SPRING ISD,Houston,18.2,19,2014,671,1318,19,2.0,366,1977,19,872,97,211387
SPRING ISD,Houston,18,16,2015,726,1249,13,1.7,432,2058,21,869,96,221489
SPRING ISD,Houston,18,16,2016,785,1378,13,1.8,418,2016,21,849,96,261311
SPRING ISD,Houston,18.7,12,2017,971,1771,10,1.8,374,2058,18,883,90,317172
TEXAS CITY ISD,Houston,20.8,9,2011,60,85,22,1.4,48,385,12,1008,41,767048
TEXAS CITY ISD,Houston,17.8,9,2012,33,59,25,1.8,51,350,15,999,44,689634
TEXAS CITY ISD,Houston,18.4,16,2013,57,73,29,1.3,36,364,10,996,39,675672
TEXAS CITY ISD,Houston,19.1,11,2014,83,101,19,1.2,52,364,14,979,48,732008
TEXAS CITY ISD,Houston,17.7,10,2015,159,268,14,1.7,68,427,16,976,43,654615
TEXAS CITY ISD,Houston,18.1,14,2016,129,218,21,1.7,57,428,13,960,41,680015
TEXAS CITY ISD,Houston,18.1,13,2017,188,416,13,2.2,73,588,12,948,39,682310
TOMBALL ISD,Houston,22.1,31,2011,372,736,61,2.0,166,700,24,1109,66,491002
TOMBALL ISD,Houston,22.7,28,2012,376,704,58,1.9,149,701,21,1109,61,485434
TOMBALL ISD,Houston,23,23,2013,425,906,57,2.1,165,694,24,1115,59,491841
TOMBALL ISD,Houston,23,30,2014,510,1170,56,2.3,201,752,27,1111,66,507914
TOMBALL ISD,Houston,22.3,36,2015,514,1147,65,2.2,180,801,22,1107,59,525374
TOMBALL ISD,Houston,23.3,36,2016,587,1288,70,2.2,178,800,22,1124,62,558608
TOMBALL ISD,Houston,23.5,34,2017,641,1498,68,2.3,243,903,27,1122,66,628659
WALLER ISD,Houston,19.4,50,2011,140,276,17,2.0,57,340,17,1064,25,305105
WALLER ISD,Houston,19.1,46,2012,102,231,25,2.3,56,368,15,1037,33,333304
WALLER ISD,Houston,20.3,43,2013,76,132,37,1.7,52,349,15,1035,31,324502
WALLER ISD,Houston,19.6,47,2014,70,123,32,1.8,53,351,15,1017,37,299353
WALLER ISD,Houston,19.2,56,2015,101,143,31,1.4,67,334,20,1010,33,319519
WALLER ISD,Houston,18,70,2016,118,175,30,1.5,80,384,21,1008,41,303535
WALLER ISD,Houston,17.9,76,2017,148,258,35,1.7,76,422,18,1014,34,334082
WAXAHACHIE ISD,Richardson,21.3,29,2011,116,191,49,1.6,81,499,16,1055,49,396353
WAXAHACHIE ISD,Richardson,20.6,30,2012,99,175,40,1.8,95,517,18,1065,45,385162
WAXAHACHIE ISD,Richardson,21,27,2013,161,278,31,1.7,104,505,21,1056,49,378685
WAXAHACHIE ISD,Richardson,21.3,24,2014,173,336,32,1.9,112,557,20,1067,50,372530
WAXAHACHIE ISD,Richardson,22.6,26,2015,124,250,40,2.0,98,545,18,1074,46,368652
WAXAHACHIE ISD,Richardson,21.4,29,2016,106,234,51,2.2,106,538,20,1050,53,369706
WAXAHACHIE ISD,Richardson,22,30,2017,104,195,41,1.9,134,586,23,1067,54,384990
WEATHERFORD ISD,Fort Worth,21.8,22,2011,297,560,51,1.9,86,494,17,1123,52,469325
WEATHERFORD ISD,Fort Worth,22,24,2012,217,441,49,2.0,85,508,17,1086,47,470315
WEATHERFORD ISD,Fort Worth,22.2,27,2013,167,335,60,2.0,84,507,17,1093,45,462058
WEATHERFORD ISD,Fort Worth,20.9,29,2014,194,399,62,2.1,77,493,16,1061,47,460732
WEATHERFORD ISD,Fort Worth,21.3,23,2015,170,403,56,2.4,77,520,15,1076,46,469749
WEATHERFORD ISD,Fort Worth,20.9,23,2016,256,555,48,2.2,84,514,16,1051,47,467703
WEATHERFORD ISD,Fort Worth,21.3,32,2017,184,388,54,2.1,89,590,15,1050,41,495369
WHITE SETTLEMENT ISD,Fort Worth,19.5,22,2011,75,128,39,1.7,34,383,9,1033,40,267932
WHITE SETTLEMENT ISD,Fort Worth,19.8,21,2012,120,206,29,1.7,46,446,10,1010,46,246907
WHITE SETTLEMENT ISD,Fort Worth,20.3,26,2013,144,257,32,1.8,59,402,15,1014,43,252344
WHITE SETTLEMENT ISD,Fort Worth,20.3,32,2014,136,262,42,1.9,65,412,16,1015,49,275583
WHITE SETTLEMENT ISD,Fort Worth,20.1,29,2015,155,305,31,2.0,62,397,16,999,49,245106
WHITE SETTLEMENT ISD,Fort Worth,20,31,2016,188,368,23,2.0,65,420,15,1008,54,254187
WHITE SETTLEMENT ISD,Fort Worth,20,32,2017,100,192,42,1.9,74,418,18,1001,55,251597
WIMBERLEY ISD,Austin,23.3,51,2011,89,173,58,1.9,52,155,34,1152,87,727482
WIMBERLEY ISD,Austin,22.3,51,2012,85,130,52,1.5,54,179,30,1122,75,730476
WIMBERLEY ISD,Austin,23.4,44,2013,78,113,70,1.4,52,149,35,1148,68,735402
WIMBERLEY ISD,Austin,23.8,43,2014,107,175,68,1.6,47,162,29,1164,70,738706
WIMBERLEY ISD,Austin,23.5,60,2015,100,167,72,1.7,51,170,30,1159,69,748028
WIMBERLEY ISD,Austin,23.5,53,2016,82,136,74,1.7,38,141,27,1158,53,727220
WIMBERLEY ISD,Austin,22.7,52,2017,105,190,76,1.8,47,152,31,1119,72,772555
WYLIE ISD,Richardson,23.1,28,2011,278,527,56,1.9,121,721,17,1076,56,260926
WYLIE ISD,Richardson,22.2,38,2012,312,619,58,2.0,119,707,17,1079,60,255453
WYLIE ISD,Richardson,22.3,32,2013,336,656,59,2.0,152,802,19,1099,48,252732
WYLIE ISD,Richardson,21.8,38,2014,405,779,52,1.9,139,794,18,1071,51,249380
WYLIE ISD,Richardson,21.9,42,2015,422,824,54,2.0,154,858,18,1078,52,260321
WYLIE ISD,Richardson,22,46,2016,500,1035,56,2.1,199,949,21,1067,53,264703
WYLIE ISD,Richardson,22.1,40,2017,655,1439,56,2.2,187,993,19,1103,57,292170
